A1_actionId,A1_spinId,C_actionId,C_spinId,EV,count,usage_rate
11,2,13,1,0.4701945331911013,99,0.06918238993710692
11,2,13,3,0.14992295868130306,95,0.06638714185883997
11,3,1,0,0.5520159196574491,7,0.01891891891891892
11,3,1,1,0.40165812185944155,98,0.2648648648648649
11,3,1,3,0.8822188123969136,28,0.07567567567567568
11,3,2,0,0.5135484222904294,6,0.016216216216216217
11,3,2,1,0.36126375016596357,35,0.0945945945945946
11,3,5,1,0.43801742202402455,17,0.04594594594594595
11,3,5,3,0.6084164762064668,5,0.013513513513513514
11,3,6,1,0.531103267282381,24,0.06486486486486487
11,3,6,3,0.6284764662114523,6,0.016216216216216217
11,3,7,1,0.3990930476127519,10,0.02702702702702703
11,3,8,2,0.29996115903007514,1,0.002702702702702703
11,3,11,1,0.6045127382562572,4,0.010810810810810811
11,3,13,0,0.12109776510069313,23,0.062162162162162166
11,3,13,1,0.45079492814053274,23,0.062162162162162166
11,3,13,3,0.11208115474485693,82,0.22162162162162163
11,3,14,1,0.24644321108285602,1,0.002702702702702703
11,4,13,1,0.40971422369750354,2,1.0
11,5,1,0,0.7110681917021089,3,0.17647058823529413
11,5,1,1,0.4482937182525825,12,0.7058823529411765
11,5,5,0,0.7036582318007337,1,0.058823529411764705
11,5,10,0,0.6890084150906488,1,0.058823529411764705
12,1,5,2,0.5445330787867241,1,0.5
12,1,13,1,0.2655211011763888,1,0.5
12,2,1,1,0.3949672205822713,38,0.04081632653061224
12,2,1,3,0.824251405011455,12,0.01288936627282492
12,2,2,0,0.5197992413652632,3,0.00322234156820623
12,2,2,1,0.384605566687847,33,0.03544575725026853
12,2,2,3,0.8245473876787945,16,0.017185821697099892
12,2,3,3,0.5219723920300363,49,0.05263157894736842
12,2,5,0,0.4966387855810703,15,0.01611170784103115
12,2,5,1,0.42435274302286674,10,0.010741138560687433
12,2,5,2,0.43618692744322135,5,0.0053705692803437165
12,2,5,3,0.4821628942388434,40,0.04296455424274973
12,2,6,1,0.5211492060000008,2,0.0021482277121374865
12,2,6,2,0.4019307967729756,8,0.008592910848549946
12,2,6,3,0.5325593556703047,16,0.017185821697099892
12,2,8,3,0.444234577137684,2,0.0021482277121374865
12,2,9,1,0.6626734988853757,3,0.00322234156820623
12,2,9,3,0.5031336525136197,4,0.004296455424274973
12,2,10,1,0.6594587462444467,33,0.03544575725026853
12,2,10,2,0.28864048047709345,38,0.04081632653061224
12,2,10,3,0.49326734332327477,5,0.0053705692803437165
12,2,12,0,0.5136140326609435,16,0.017185821697099892
12,2,12,1,0.8199365149092256,132,0.14178302900107412
12,2,12,2,0.2835593102577931,244,0.2620837808807734
12,2,12,3,0.5443643721816445,64,0.06874328678839957
12,2,12,5,0.20452696963367012,17,0.018259935553168637
12,2,13,0,0.12478133734676271,16,0.017185821697099892
12,2,13,1,0.48040292155535086,12,0.01288936627282492
12,2,13,2,0.22670492279905358,12,0.01288936627282492
12,2,13,3,0.1413156590899918,59,0.06337271750805586
12,2,14,1,0.3763070956204701,8,0.008592910848549946
12,2,14,3,0.1723424971734765,19,0.02040816326530612
12,3,1,1,0.3608485321418203,3,0.04411764705882353
12,3,2,1,0.3504241657377794,11,0.16176470588235295
12,3,2,3,0.8163879576946733,3,0.04411764705882353
12,3,12,1,0.7725326618331292,9,0.1323529411764706
12,3,12,2,0.23288069954615015,11,0.16176470588235295
12,3,12,3,0.46105439384182567,5,0.07352941176470588
12,3,13,1,0.4831161699167501,3,0.04411764705882353
12,3,13,3,0.09820159179508829,12,0.17647058823529413
12,3,14,1,0.3229097476777345,3,0.04411764705882353
12,3,14,3,0.12692430483586958,8,0.11764705882352941
12,4,6,2,0.44605711085326566,1,0.25
12,4,10,3,0.4841470837694235,1,0.25
12,4,12,1,0.8286112459860471,2,0.5
12,5,1,1,0.40035301961897785,3,0.037037037037037035
12,5,2,1,0.37843034885904936,10,0.12345679012345678
12,5,5,0,0.6610791155430773,2,0.024691358024691357
12,5,5,3,0.5460922567150238,7,0.08641975308641975
12,5,12,0,0.6926782768381634,1,0.012345679012345678
12,5,12,1,0.8198133565675704,8,0.09876543209876543
12,5,12,2,0.366064803639759,26,0.32098765432098764
12,5,12,3,0.6374934391651252,9,0.1111111111111111
12,5,12,5,0.3020450907163419,3,0.037037037037037035
12,5,13,2,0.29790307996360393,3,0.037037037037037035
12,5,13,3,0.19642136953304198,7,0.08641975308641975
12,5,14,3,0.21082811858872644,2,0.024691358024691357
13,1,1,0,0.546094263628051,4,0.005698005698005698
13,1,1,1,0.4418052293565225,92,0.13105413105413105
13,1,1,2,0.7769452605547655,3,0.004273504273504274
13,1,1,3,0.8845877300925217,3,0.004273504273504274
13,1,2,0,0.5429863391624673,5,0.007122507122507123
13,1,2,1,0.46348532790605734,132,0.18803418803418803
13,1,3,3,0.6626009260862136,1,0.0014245014245014246
13,1,5,0,0.4885873215983313,3,0.004273504273504274
13,1,5,1,0.4601846419650325,74,0.10541310541310542
13,1,6,1,0.49171287069044567,67,0.09544159544159544
13,1,10,1,0.543903975002127,3,0.004273504273504274
13,1,12,1,0.7635874155955684,4,0.005698005698005698
13,1,12,2,0.2501472081148469,4,0.005698005698005698
13,1,13,0,0.11708203758666791,28,0.039886039886039885
13,1,13,1,0.28023382253661705,248,0.35327635327635326
13,1,13,3,0.09316958599743824,16,0.022792022792022793
13,1,14,1,0.2336854691897521,15,0.021367521367521368
13,2,3,1,0.5139918141469872,1,0.09090909090909091
13,2,12,2,0.3034952091761433,3,0.2727272727272727
13,2,13,1,0.5200847675281286,4,0.36363636363636365
13,2,13,2,0.2526276724932853,3,0.2727272727272727
13,3,1,0,0.5120955405131843,6,0.0042583392476933995
13,3,1,1,0.37328463061249917,75,0.053229240596167494
13,3,1,2,0.7266090262353397,6,0.0042583392476933995
13,3,1,3,0.8457517109595666,22,0.015613910574875798
13,3,2,0,0.4982638810225862,30,0.021291696238467
13,3,2,1,0.36021709882555625,265,0.1880766501064585
13,3,2,2,0.6490221210324779,2,0.0014194464158978
13,3,2,3,0.8499880265281964,68,0.0482611781405252
13,3,3,2,0.5593963558006261,2,0.0014194464158978
13,3,5,0,0.497590407374459,8,0.0056777856635912
13,3,5,1,0.41325408760694143,84,0.05961674946770759
13,3,5,3,0.5525125538104323,28,0.0198722498225692
13,3,6,0,0.5659545186951248,11,0.007806955287437899
13,3,6,1,0.5053099659760301,156,0.11071682044002838
13,3,6,3,0.5753338626648653,54,0.0383250532292406
13,3,8,1,0.4092012243499259,2,0.0014194464158978
13,3,10,1,0.5349419573392155,1,0.0007097232079489
13,3,12,1,0.7783200998039144,3,0.0021291696238466998
13,3,12,2,0.2563009827308804,6,0.0042583392476933995
13,3,12,3,0.5047350431659731,6,0.0042583392476933995
13,3,13,0,0.13369824064489783,57,0.04045422285308729
13,3,13,1,0.5464664331422232,75,0.053229240596167494
13,3,13,3,0.11749863943593582,411,0.2916962384669979
13,3,14,0,0.1348445492725696,2,0.0014194464158978
13,3,14,1,0.393227243352067,15,0.0106458481192335
13,3,14,2,0.21390528402823944,1,0.0007097232079489
13,3,14,3,0.1448985789778327,13,0.009226401703335699
13,5,13,3,0.23534665086703258,1,1.0
14,1,1,1,0.37491426947182305,5,0.053763440860215055
14,1,2,0,0.4527526069035849,2,0.021505376344086023
14,1,2,1,0.3831765998704881,27,0.2903225806451613
14,1,12,2,0.21037840641426817,4,0.043010752688172046
14,1,13,3,0.09409031381887668,3,0.03225806451612903
14,1,14,1,0.21401700543582242,40,0.43010752688172044
14,1,14,3,0.16457863658360714,12,0.12903225806451613
14,2,13,0,0.13303251777096686,1,1.0
14,3,2,0,0.4296845784797115,1,0.020833333333333332
14,3,2,1,0.29820083235980754,11,0.22916666666666666
14,3,3,3,0.5115269440183833,2,0.041666666666666664
14,3,5,0,0.42894270971730003,1,0.020833333333333332
14,3,13,3,0.10714783512207463,3,0.0625
14,3,14,0,0.1495200466700082,7,0.14583333333333334
14,3,14,3,0.13600060816140427,23,0.4791666666666667
14,4,14,3,0.1352398282041009,1,1.0
15,1,1,1,0.8692902795786979,15,0.5555555555555556
15,1,1,3,0.9554751363420995,2,0.07407407407407407
15,1,2,1,0.9043615853802939,3,0.1111111111111111
15,1,2,3,0.9667226588151203,3,0.1111111111111111
15,1,5,1,0.8855407054606217,4,0.14814814814814814
15,2,1,0,0.978162336958442,16,0.03644646924829157
15,2,1,1,0.8461032590881407,113,0.25740318906605925
15,2,1,2,0.9681653090422789,5,0.011389521640091117
15,2,1,3,0.9425793670853794,75,0.17084282460136674
15,2,2,1,0.8468318651140953,20,0.04555808656036447
15,2,2,3,0.9403700166381959,15,0.03416856492027335
15,2,3,2,0.9444230266356827,4,0.009111617312072893
15,2,3,3,0.9180856390948214,5,0.011389521640091117
15,2,4,1,0.9024027653671685,9,0.02050113895216401
15,2,4,3,0.9127349899181102,8,0.018223234624145785
15,2,5,1,0.8879226156085382,8,0.018223234624145785
15,2,6,1,0.9161995924132116,15,0.03416856492027335
15,2,6,3,0.9129245867796331,8,0.018223234624145785
15,2,7,1,0.8942597315650815,10,0.022779043280182234
15,2,8,1,0.8927843830329046,1,0.002277904328018223
15,2,8,2,0.8651803456968605,1,0.002277904328018223
15,2,9,1,0.9299774120236998,1,0.002277904328018223
15,2,10,1,0.8435713779980806,61,0.13895216400911162
15,2,10,2,0.7637264642196255,10,0.022779043280182234
15,2,10,3,0.6812266290690175,6,0.01366742596810934
15,2,11,1,0.8802629589604526,22,0.05011389521640091
15,2,11,2,0.7932303959066518,6,0.01366742596810934
15,2,11,3,0.7098677930155202,3,0.00683371298405467
15,2,12,2,0.8087710408489333,4,0.009111617312072893
15,2,13,1,0.7141617284798155,9,0.02050113895216401
15,2,13,3,0.359228396629423,4,0.009111617312072893
15,3,1,0,0.9798758517849596,17,0.07327586206896551
15,3,1,1,0.8534116113826967,47,0.2025862068965517
15,3,1,2,0.9727716173660764,9,0.03879310344827586
15,3,1,3,0.9547695383603583,54,0.23275862068965517
15,3,2,3,0.9514810369603474,8,0.034482758620689655
15,3,3,0,0.992340964933779,2,0.008620689655172414
15,3,3,2,0.955249124295512,3,0.01293103448275862
15,3,3,3,0.9329799145422791,5,0.021551724137931036
15,3,4,3,0.9297071989769223,4,0.017241379310344827
15,3,5,1,0.8877335593679665,11,0.04741379310344827
15,3,6,0,0.9838578525528794,1,0.004310344827586207
15,3,6,1,0.9181670371964377,15,0.06465517241379311
15,3,6,3,0.9232209188808466,11,0.04741379310344827
15,3,7,1,0.887486018287867,15,0.06465517241379311
15,3,8,1,0.8845341515607813,1,0.004310344827586207
15,3,10,1,0.8269860748803737,14,0.0603448275862069
15,3,11,1,0.8684224618304317,3,0.01293103448275862
15,3,11,4,0.6284947304368511,2,0.008620689655172414
15,3,12,1,0.934462172503106,2,0.008620689655172414
15,3,13,1,0.7244677934648747,8,0.034482758620689655
15,4,1,0,0.9865943943641574,14,0.03608247422680412
15,4,1,1,0.8753613297220709,84,0.21649484536082475
15,4,1,2,0.9705596366398014,9,0.023195876288659795
15,4,1,3,0.9356557824805385,86,0.22164948453608246
15,4,2,1,0.8734727253312798,27,0.06958762886597938
15,4,2,3,0.9384772631009277,14,0.03608247422680412
15,4,3,0,0.9944532754869616,7,0.01804123711340206
15,4,3,1,0.9228675594625142,2,0.005154639175257732
15,4,3,3,0.9399429998855227,5,0.01288659793814433
15,4,5,1,0.9022569411121649,21,0.05412371134020619
15,4,5,3,0.9200873690557554,17,0.04381443298969072
15,4,6,0,0.9902250502494485,9,0.023195876288659795
15,4,6,1,0.9279091062013518,48,0.12371134020618557
15,4,6,3,0.9281536880378258,19,0.04896907216494845
15,4,7,0,0.9870603726665748,1,0.002577319587628866
15,4,9,2,0.8967778537027017,1,0.002577319587628866
15,4,12,3,0.8041870922664884,3,0.007731958762886598
15,4,13,0,0.9506495983218111,1,0.002577319587628866
15,4,13,1,0.7336787630009136,20,0.05154639175257732
15,5,1,0,0.988705204081175,29,0.03598014888337469
15,5,1,1,0.8714771549539423,199,0.24689826302729528
15,5,1,2,0.950601514954661,17,0.02109181141439206
15,5,1,3,0.9367660731270091,131,0.16253101736972705
15,5,2,0,0.9884955094021847,11,0.013647642679900745
15,5,2,1,0.8703267489809948,34,0.04218362282878412
15,5,2,3,0.9386824979639673,34,0.04218362282878412
15,5,3,0,0.99564993888005,2,0.0024813895781637717
15,5,3,3,0.9438823543522061,10,0.01240694789081886
15,5,4,1,0.9145908138028572,17,0.02109181141439206
15,5,4,3,0.9415088574082304,8,0.009925558312655087
15,5,5,1,0.9010136027660652,22,0.02729528535980149
15,5,5,3,0.9257238996121478,9,0.011166253101736972
15,5,6,0,0.9916384697727286,8,0.009925558312655087
15,5,6,1,0.920604437580654,43,0.05334987593052109
15,5,6,3,0.9319822019982936,25,0.031017369727047148
15,5,7,1,0.8913671190632093,18,0.022332506203473945
15,5,8,2,0.8916769515892526,1,0.0012406947890818859
15,5,10,0,0.9741244002010401,6,0.007444168734491315
15,5,10,1,0.7742083205535375,71,0.0880893300248139
15,5,10,2,0.7585754004829214,10,0.01240694789081886
15,5,11,1,0.8345727774658618,36,0.04466501240694789
15,5,11,2,0.8188325915998448,8,0.009925558312655087
15,5,11,4,0.7159451603371434,2,0.0024813895781637717
15,5,12,1,0.9336747590766922,9,0.011166253101736972
15,5,12,2,0.8639336590028315,6,0.007444168734491315
15,5,12,3,0.8638147129224372,6,0.007444168734491315
15,5,13,0,0.9569715197908135,4,0.004962779156327543
15,5,13,1,0.7311742802970149,30,0.03722084367245657
16,1,1,1,0.8445846378578269,1,1.0
16,2,1,1,0.8149475942782741,14,0.32558139534883723
16,2,1,3,0.9031434746507496,19,0.4418604651162791
16,2,2,1,0.8140001300147187,7,0.16279069767441862
16,2,2,3,0.8933130325339015,2,0.046511627906976744
16,2,6,1,0.9238379443819038,1,0.023255813953488372
16,3,1,1,0.8294967985946057,14,0.358974358974359
16,3,1,2,0.967144578836396,4,0.10256410256410256
16,3,2,1,0.8248622084203912,3,0.07692307692307693
16,3,2,3,0.9189320107634141,3,0.07692307692307693
16,3,5,1,0.9044993037933261,5,0.1282051282051282
16,3,6,1,0.9282601604159894,6,0.15384615384615385
16,3,13,1,0.8233708699563284,4,0.10256410256410256
16,4,1,0,0.9859254627525189,3,0.03260869565217391
16,4,1,1,0.8692406078047383,20,0.21739130434782608
16,4,1,2,0.9706902702244251,6,0.06521739130434782
16,4,1,3,0.9104824740740831,8,0.08695652173913043
16,4,2,1,0.8711759718276771,4,0.043478260869565216
16,4,2,3,0.9141035212811279,6,0.06521739130434782
16,4,3,3,0.9257914876286315,13,0.14130434782608695
16,4,5,1,0.9211054269900489,9,0.09782608695652174
16,4,6,1,0.939609956962087,11,0.11956521739130435
16,4,10,1,0.8376753049228196,4,0.043478260869565216
16,4,13,1,0.8048700085934936,8,0.08695652173913043
16,5,1,1,0.8800481259520001,62,0.4696969696969697
16,5,1,2,0.9528624986969774,2,0.015151515151515152
16,5,1,3,0.9187077708877881,17,0.12878787878787878
16,5,2,1,0.882332061380816,4,0.030303030303030304
16,5,3,2,0.9491340595736625,1,0.007575757575757576
16,5,4,0,0.9936983586847862,1,0.007575757575757576
16,5,5,1,0.9258812834083581,7,0.05303030303030303
16,5,6,1,0.9375819224992884,10,0.07575757575757576
16,5,6,3,0.9407239907495358,5,0.03787878787878788
16,5,10,1,0.7846325673974378,15,0.11363636363636363
16,5,13,1,0.8079823465291847,7,0.05303030303030303
16,5,13,3,0.7992121120666115,1,0.007575757575757576
17,2,1,1,0.8428292293745212,2,0.25
17,2,1,2,0.9657606520705722,1,0.125
17,2,1,3,0.9337815721816032,3,0.375
17,2,4,1,0.9132871271105005,1,0.125
17,2,5,5,0.8094908839509797,1,0.125
17,3,1,3,0.9289777052267298,2,0.6666666666666666
17,3,11,2,0.7608732829037833,1,0.3333333333333333
17,4,1,2,0.9694577503272306,3,0.10714285714285714
17,4,1,3,0.9196862445876249,9,0.32142857142857145
17,4,2,3,0.9072142082887727,5,0.17857142857142858
17,4,6,0,0.9924821586803654,2,0.07142857142857142
17,4,6,2,0.9485597315217243,3,0.10714285714285714
17,4,6,3,0.9446267303040633,5,0.17857142857142858
17,4,11,1,0.9025578837136824,1,0.03571428571428571
17,5,1,0,0.9896509690709243,2,0.05714285714285714
17,5,1,1,0.8835973090534924,15,0.42857142857142855
17,5,1,2,0.9548307305128654,4,0.11428571428571428
17,5,1,3,0.9340883019546231,12,0.34285714285714286
17,5,2,3,0.9265627683823496,1,0.02857142857142857
17,5,6,3,0.9505239951205631,1,0.02857142857142857
18,2,1,1,0.8571076023431626,2,1.0
18,4,1,3,0.92120659648606,1,0.25
18,4,6,3,0.9455885505282593,1,0.25
18,4,9,2,0.9325670033701732,1,0.25
18,4,10,1,0.887300921384768,1,0.25
18,5,1,1,0.9056097506516733,4,0.21052631578947367
18,5,1,2,0.9526043053233454,1,0.05263157894736842
18,5,2,1,0.9040546701659693,3,0.15789473684210525
18,5,5,1,0.9270040486957773,1,0.05263157894736842
18,5,8,3,0.8875815403386788,2,0.10526315789473684
18,5,10,1,0.8593984633569879,6,0.3157894736842105
18,5,13,1,0.8602320002787693,2,0.10526315789473684
