phase,A1_actionId,C_actionId,EV,A1_playerId,A1_spinId,C_spinId,count,train_winrate,usage_rate
late,13,13,0.23784570603848548,25,3,3,4,0.25,0.4
late,13,2,0.4911128090750882,150,3,1,4,0.25,0.13333333333333333
late,6,2,0.5651732533343191,43,1,1,4,0.5,0.4
late,11,1,0.5401548194353596,150,2,1,4,0.75,0.5
late,13,2,0.513717195898306,25,3,1,4,0.5,0.4
late,11,11,0.47381728642385357,70,2,2,4,1.0,0.07017543859649122
late,4,2,0.4930618018743564,72,1,1,4,0.25,0.07142857142857142
late,2,2,0.5318128525152983,150,1,1,4,0.5,0.2857142857142857
late,11,13,0.2092021220346779,132,2,3,4,0.5,0.23529411764705882
late,6,5,0.42640130075733257,92,1,1,4,0.0,0.15384615384615385
late,5,1,0.5419999059689581,62,1,1,4,0.0,0.6666666666666666
late,10,13,0.23246755936817606,132,2,3,4,0.25,0.16
late,13,6,0.5038318639892911,150,3,1,4,0.25,0.13333333333333333
late,1,2,0.63962519110188,36,1,1,4,0.5,0.5714285714285714
late,13,6,0.5250557145680126,19,3,1,4,0.5,0.3333333333333333
late,1,6,0.5859063649842194,113,1,1,4,0.75,0.3333333333333333
late,1,13,0.28833025315504923,129,1,1,4,0.0,0.045454545454545456
late,1,5,0.5645909814642559,111,1,1,4,0.75,0.056338028169014086
late,2,2,0.6178866185077134,36,1,1,4,0.75,0.8
late,1,11,0.5413136314466455,64,1,2,4,0.75,0.032520325203252036
late,10,6,0.5761994853350412,64,2,1,4,0.75,0.05194805194805195
late,1,13,0.27689004800989103,43,1,3,4,0.0,0.36363636363636365
late,7,1,0.5861630483565381,111,1,1,4,0.25,1.0
late,2,1,0.6055975251541773,64,1,1,4,0.75,0.18181818181818182
late,6,13,0.25107314013302323,144,1,3,4,0.0,0.0784313725490196
late,1,13,0.011403122283885412,37,1,0,4,0.0,0.19047619047619047
late,11,1,0.5671894485508989,20,2,1,4,0.5,0.6666666666666666
late,6,5,0.46431466082971373,72,1,1,4,0.0,0.08333333333333333
late,11,1,0.5901328270264772,113,2,1,4,0.5,1.0
late,11,6,0.5880520720328233,74,2,1,4,0.25,0.4
late,12,5,0.45964701495977967,37,2,3,4,0.0,0.07547169811320754
late,13,13,0.1907485681619479,13,3,3,4,0.0,0.5
late,10,5,0.5347230358328522,144,2,1,4,0.5,0.0784313725490196
late,1,3,0.46311990773402717,160,1,2,4,0.25,0.3333333333333333
late,10,13,0.27458854992768655,31,2,3,4,0.25,0.5
late,10,6,0.5780878096735076,64,2,3,4,0.25,0.05194805194805195
late,1,3,0.6398674250267233,11,1,3,4,1.0,0.2222222222222222
late,10,4,0.5443312206373873,96,2,1,4,1.0,0.03333333333333333
late,6,6,0.5509921981420807,19,1,1,4,0.75,0.26666666666666666
late,2,6,0.5498481533809084,64,1,3,4,0.75,0.18181818181818182
late,10,3,0.5915436523067332,21,2,1,4,0.25,0.06451612903225806
late,0,10,0.7403504900562116,96,5,2,4,0.75,0.08163265306122448
late,11,1,0.5900042762682307,74,2,1,4,0.25,0.4
late,13,5,0.3950382868355631,115,1,1,4,0.75,0.15384615384615385
late,2,2,0.6034094265327298,31,1,1,4,0.5,0.4
late,11,5,0.44909417656484624,115,2,1,4,0.0,0.23529411764705882
late,11,2,0.5613163708797528,19,3,1,4,0.25,0.26666666666666666
late,14,14,0.19050747830757125,19,1,1,4,0.0,0.5714285714285714
late,3,3,0.6292978279355783,96,1,1,4,0.75,0.8
late,6,5,0.511828801622959,128,1,1,4,0.25,0.06060606060606061
late,1,5,0.5611331305375835,64,1,3,4,1.0,0.032520325203252036
late,10,13,0.013314978746080926,96,2,0,4,0.0,0.03333333333333333
late,3,2,0.5793225829577532,96,3,1,4,0.75,0.16666666666666666
late,10,1,0.5652212574247559,155,2,1,4,0.75,0.04878048780487805
late,1,6,0.6238988565997532,57,1,1,4,0.75,0.056338028169014086
late,1,3,0.6072918852438144,155,1,3,4,0.75,0.4444444444444444
late,1,6,0.4508216964070265,115,1,1,4,0.5,0.04938271604938271
late,6,6,0.44199634547009253,115,1,1,4,0.5,0.18181818181818182
late,13,13,0.22406469950344773,43,3,3,4,0.75,0.25
late,13,13,0.1779180233357686,97,1,1,4,0.0,0.3333333333333333
late,5,5,0.4811375119901335,110,1,1,4,0.5,0.4
late,6,13,0.2279002771378319,72,1,1,4,1.0,0.08333333333333333
late,0,10,0.7644753697601907,74,5,2,4,0.5,0.36363636363636365
late,10,2,0.5076969580831762,97,2,1,4,0.75,0.8
late,13,2,0.5101441056189742,74,3,1,4,0.75,0.4444444444444444
late,2,2,0.013441576624268415,96,1,0,4,0.0,0.035398230088495575
late,6,2,0.5056703252536069,0,1,1,4,0.75,0.6666666666666666
late,4,13,0.012458664591648962,96,1,0,4,0.0,0.02666666666666667
late,10,1,0.5635707669413159,74,2,1,4,0.75,0.16
late,5,13,0.2567493160002797,144,1,3,4,0.75,0.09523809523809523
late,6,5,0.4476339280478128,110,1,1,4,0.25,0.3076923076923077
late,6,1,0.5580607145833049,106,1,1,4,1.0,0.15384615384615385
late,6,5,0.5695808624764253,64,3,3,4,1.0,0.0975609756097561
late,12,12,0.4992160844288065,66,3,2,4,0.5,1.0
late,11,1,0.5424268965430707,110,2,1,4,1.0,0.4444444444444444
late,1,3,0.593939189222978,128,1,1,4,0.75,0.019417475728155338
late,11,6,0.5695563824288337,106,2,1,4,0.75,0.15384615384615385
late,5,2,0.5755923634913154,64,1,1,4,1.0,0.1
late,6,2,0.5568328261554067,74,1,1,4,0.75,0.5
late,13,2,0.5974282782346594,30,3,1,4,0.75,0.26666666666666666
late,6,6,0.5352672044738231,50,2,2,4,0.5,0.5714285714285714
late,11,1,0.4423008246646946,90,2,1,4,0.25,0.36363636363636365
late,9,3,0.6094214725010731,53,5,2,4,0.75,0.3333333333333333
late,5,1,0.466588797702166,90,1,1,4,0.5,0.5714285714285714
late,2,2,0.008843052336455728,67,1,0,4,0.0,0.3076923076923077
late,2,6,0.5130345083551697,128,1,1,4,0.75,0.10526315789473684
late,6,2,0.47658339690019547,67,1,1,4,0.25,0.5
late,6,2,0.448035324509418,126,1,1,4,0.75,0.26666666666666666
late,12,12,0.5401499228105973,156,2,5,4,0.5,0.08888888888888889
late,13,13,0.3177199818614082,118,3,3,4,0.0,0.4
late,5,5,0.4460929600107247,73,1,1,4,0.5,0.2857142857142857
late,1,1,0.5855112049674008,23,1,1,4,0.75,0.36363636363636365
late,6,2,0.6291100714622738,118,1,1,4,0.5,0.17391304347826086
late,6,3,0.4797986157508868,105,3,2,4,0.75,0.8
late,10,2,0.5021233037337464,163,2,1,4,0.25,0.5714285714285714
late,10,13,0.2716753265049357,142,2,3,4,0.0,0.36363636363636365
late,6,1,0.528674920746482,89,1,1,4,0.5,0.4
late,6,5,0.5289631966889388,101,3,3,4,0.75,0.3076923076923077
late,5,5,0.5333669919555893,106,3,3,4,0.25,0.6666666666666666
late,1,6,0.6412578868042724,118,1,1,4,1.0,0.23529411764705882
late,10,2,0.5663623743375429,21,2,1,4,0.25,0.06451612903225806
late,1,1,0.5087314397943485,86,1,1,4,0.75,0.4444444444444444
late,1,10,0.48418493903215043,64,1,2,4,0.0,0.032520325203252036
late,5,1,0.4711485871630072,86,1,1,4,0.75,0.5
late,12,5,0.44048950894450256,102,2,3,4,0.25,0.125
late,1,10,0.43170947917361546,96,1,2,4,0.0,0.012048192771084338
late,6,6,0.4590097783814959,158,1,1,4,0.25,0.36363636363636365
late,6,5,0.49754542231177445,136,1,1,4,0.25,0.0975609756097561
late,5,6,0.5482313536333885,101,1,3,4,0.25,0.18181818181818182
late,1,1,0.6602357117837073,44,1,1,4,0.75,0.5
late,3,1,0.5766144224540639,136,3,1,4,0.5,0.2857142857142857
late,5,13,0.27385321696721115,136,1,1,4,0.25,0.04597701149425287
late,13,13,0.24466356421715568,8,1,1,4,0.75,0.23529411764705882
late,1,6,0.45879995621696673,151,1,1,4,0.5,0.3333333333333333
late,6,13,0.2418457734683195,8,1,1,4,0.25,0.23529411764705882
late,2,1,0.5722924020546513,159,1,1,4,0.75,0.6666666666666666
late,13,13,0.016786152420793964,21,1,0,4,0.0,0.14285714285714285
late,5,13,0.35826375664127696,57,1,1,4,0.0,0.14814814814814814
late,13,13,0.2071006595263569,159,3,3,4,0.0,0.4444444444444444
late,1,1,0.6045194787634511,43,1,1,4,0.75,0.36363636363636365
late,1,13,0.013179161427333113,96,1,0,4,0.0,0.012048192771084338
late,14,12,0.42420045991619554,11,1,2,4,0.25,0.5714285714285714
late,10,1,0.44306225366704594,160,2,1,4,0.25,0.18181818181818182
late,1,13,0.2664671743030102,62,1,1,4,0.5,0.18181818181818182
late,3,3,0.6122923203488233,48,3,3,4,0.5,0.4
late,10,13,0.15366143330605112,4,2,3,4,0.0,0.3076923076923077
late,10,13,0.16525878779191863,134,1,1,4,0.25,1.0
late,10,6,0.5904271966781093,80,2,1,4,0.75,0.6666666666666666
late,13,6,0.560965244205956,111,1,1,4,0.75,0.25
late,12,2,0.44350519917245096,156,2,1,4,0.5,0.08888888888888889
late,13,6,0.4523077782164427,92,3,1,4,0.25,0.19047619047619047
late,10,1,0.44148009703333774,4,2,1,4,0.5,0.3076923076923077
late,12,13,0.2993848284852716,11,2,1,4,0.25,0.06896551724137931
late,13,1,0.4543084815696153,126,3,1,4,0.5,0.5714285714285714
late,1,13,0.30861029214147057,144,1,1,3,0.3333333333333333,0.03529411764705882
late,12,10,0.39861247059553934,156,2,2,3,0.3333333333333333,0.06666666666666667
late,1,3,0.6488608846002736,153,1,3,3,0.6666666666666666,0.04411764705882353
late,12,12,0.37453563080915386,15,2,2,3,0.0,0.5
late,11,7,0.5350972416473583,144,2,1,3,0.3333333333333333,0.10714285714285714
late,11,1,0.6143961876707018,101,5,1,3,0.6666666666666666,0.75
late,10,9,0.6292302073735557,82,2,2,3,0.6666666666666666,0.02459016393442623
late,12,1,0.4631032054589796,156,2,1,3,0.6666666666666666,0.06666666666666667
late,2,1,0.5872269210869518,144,1,1,3,1.0,0.2727272727272727
late,3,3,0.49546293836584343,160,2,2,3,0.3333333333333333,0.75
late,11,13,0.3038627001637224,101,2,1,3,0.6666666666666666,0.06818181818181818
late,1,5,0.4002135837900361,160,1,3,3,0.0,0.25
late,1,6,0.4941194629141695,110,1,1,3,0.6666666666666666,0.21428571428571427
late,11,4,0.4979298205659865,92,2,4,3,0.6666666666666666,0.6
late,5,1,0.5817286295904368,101,1,1,3,0.6666666666666666,0.13636363636363635
late,5,1,0.5224014160713206,110,1,1,3,0.0,0.3
late,11,7,0.4924820896393728,128,2,1,3,0.6666666666666666,0.06382978723404255
late,10,13,0.2247411748620989,34,2,3,3,0.0,0.42857142857142855
late,1,2,0.5899789958660722,45,1,1,3,0.3333333333333333,0.17647058823529413
late,11,1,0.49260112072416257,29,2,1,3,0.3333333333333333,0.6
late,10,13,0.2447910386514195,110,2,1,3,0.3333333333333333,0.375
late,10,12,0.5182747753118647,155,4,2,3,0.6666666666666666,0.42857142857142855
late,13,13,0.23882466462089488,101,1,1,3,0.3333333333333333,0.25
late,6,1,0.5520471056206248,21,2,1,3,0.3333333333333333,0.42857142857142855
late,11,1,0.48553249004326,151,2,1,3,0.6666666666666666,0.6
late,10,10,0.48530736164163657,96,2,2,3,0.0,0.025
late,1,1,0.5006939405800177,16,1,1,3,1.0,0.375
late,6,6,0.5713996059604696,50,3,3,3,1.0,0.16666666666666666
late,1,10,0.3345930731904658,94,1,2,3,0.3333333333333333,0.15789473684210525
late,1,10,0.3750703085375362,3,1,2,3,0.0,0.05084745762711865
late,10,2,0.5455351284462965,111,2,1,3,0.3333333333333333,0.10344827586206896
late,11,1,0.6066210645162221,31,2,1,3,1.0,0.6
late,13,1,0.43943941390424335,115,1,1,3,0.3333333333333333,0.11538461538461539
late,6,1,0.43994263540159284,98,1,3,3,0.0,0.42857142857142855
late,1,13,0.31184414133503585,31,1,3,3,0.3333333333333333,0.42857142857142855
late,1,13,0.017403920018415734,21,1,0,3,0.0,0.030303030303030304
late,10,6,0.5467664956186009,144,2,1,3,0.0,0.058823529411764705
late,10,10,0.7150394345816833,82,2,4,3,1.0,0.02459016393442623
late,10,2,0.579035154140895,149,2,1,3,0.6666666666666666,0.6
late,5,2,0.5352420834382383,132,1,1,3,0.0,0.25
late,1,6,0.49306311036107253,71,1,1,3,0.6666666666666666,0.3
late,10,10,0.4230806407764089,114,2,2,3,0.0,0.21428571428571427
late,2,2,0.5083743395396683,65,1,1,3,0.6666666666666666,0.42857142857142855
late,2,13,0.28794743970776665,148,1,1,3,0.0,0.12
late,5,1,0.5282200526768365,34,3,1,3,1.0,0.42857142857142855
late,10,6,0.47728945883246965,105,2,3,3,0.3333333333333333,0.07317073170731707
late,3,3,0.6989390273069345,153,3,3,3,1.0,0.6
late,10,3,0.5539016302866201,136,2,3,3,0.3333333333333333,0.01694915254237288
late,0,6,0.8477862844333434,157,5,1,3,0.3333333333333333,0.3
late,1,6,0.4530008491073135,90,1,1,3,0.3333333333333333,0.125
late,2,13,0.28402743586055523,31,1,3,3,0.6666666666666666,0.3
late,6,1,0.5168377578411206,107,1,1,3,0.3333333333333333,0.25
late,4,1,0.5254158592278508,70,4,1,3,0.3333333333333333,0.375
late,12,3,0.5009457033450894,102,2,3,3,0.6666666666666666,0.09375
late,4,6,0.5057909960945817,101,1,1,3,1.0,0.09375
late,12,14,0.19538061059847425,102,2,3,3,0.3333333333333333,0.09375
late,2,6,0.5330270007648744,101,1,3,3,0.3333333333333333,0.08333333333333333
late,1,1,0.6355522309466896,31,1,1,3,0.6666666666666666,0.42857142857142855
late,4,2,0.5349646919905902,101,1,1,3,0.6666666666666666,0.09375
late,13,13,0.20290788043997726,65,1,1,3,0.3333333333333333,0.6
late,9,13,0.20682028856548434,5,2,3,3,0.6666666666666666,0.14285714285714285
late,2,1,0.6176878463112188,31,1,1,3,0.6666666666666666,0.3
late,1,13,0.2269878229110924,29,1,1,3,0.3333333333333333,0.2727272727272727
late,1,1,0.5366276085172158,89,1,1,3,0.3333333333333333,0.25
late,2,1,0.5460519930375833,109,1,1,3,0.0,0.75
late,12,13,0.3249184906415011,82,2,3,3,0.0,0.03333333333333333
late,12,10,0.4298198949882072,78,2,2,3,0.3333333333333333,0.07142857142857142
late,6,1,0.6165611236365001,57,3,1,3,0.6666666666666666,0.5
late,5,13,0.2583741142394431,109,1,1,3,0.3333333333333333,0.1875
late,12,5,0.5829709596414354,82,2,2,3,0.0,0.03333333333333333
late,13,5,0.48022949764957046,128,3,1,3,1.0,0.046153846153846156
late,13,13,0.17648779391808891,46,3,3,3,0.0,0.6
late,11,3,0.5726651796492743,111,2,3,3,0.3333333333333333,0.04838709677419355
late,10,13,0.31080564701579705,101,2,1,3,0.6666666666666666,0.06521739130434782
late,10,10,0.5408252823874684,64,2,2,3,0.3333333333333333,0.03896103896103896
late,10,2,0.5506848556312767,45,2,1,3,0.3333333333333333,0.15
late,10,12,0.5764644882225821,51,2,2,3,0.3333333333333333,0.25
late,3,3,0.57588612033772,141,3,3,3,0.3333333333333333,1.0
late,1,3,0.6305265605272371,111,1,3,3,0.3333333333333333,0.04225352112676056
late,5,1,0.5406414786072365,109,1,1,3,0.3333333333333333,0.1875
late,10,13,0.19498381110440627,161,2,3,3,0.3333333333333333,0.6
late,11,3,0.6223745988323521,64,2,3,3,0.6666666666666666,0.09090909090909091
late,1,3,0.5435915579812114,6,1,3,3,0.3333333333333333,1.0
late,10,5,0.6015705494057102,82,2,3,3,0.3333333333333333,0.02459016393442623
late,4,13,0.2285354943471249,72,1,1,3,0.0,0.05357142857142857
late,6,1,0.6255478058393286,64,3,1,3,0.3333333333333333,0.07317073170731707
late,3,5,0.6356547751689909,82,3,3,3,0.3333333333333333,0.16666666666666666
late,10,10,0.5166205078548441,145,2,2,3,1.0,0.25
late,10,2,0.4950406648208224,89,3,1,3,1.0,0.3333333333333333
late,1,6,0.423702446322101,154,1,1,3,0.0,0.75
late,6,6,0.5231648767122064,96,3,3,3,0.3333333333333333,0.15
late,13,2,0.5316706287626345,11,3,1,3,0.3333333333333333,0.2727272727272727
late,1,5,0.5224850626510872,132,1,3,3,0.3333333333333333,0.033707865168539325
late,10,6,0.5712915550082334,21,2,2,3,0.0,0.04838709677419355
late,10,10,0.5109207315386365,111,2,2,3,0.3333333333333333,0.10344827586206896
late,6,2,0.5861338315326927,36,1,1,3,0.6666666666666666,0.3333333333333333
late,1,1,0.024322737099975705,57,1,0,3,0.0,0.04225352112676056
late,10,1,0.48623738328348065,42,2,1,3,0.3333333333333333,0.23076923076923078
late,1,1,0.01380229520127841,132,1,0,3,0.0,0.033707865168539325
late,12,12,0.4510050176665696,156,5,2,3,0.6666666666666666,0.42857142857142855
late,3,3,0.6162545763375877,34,3,3,3,1.0,0.75
late,10,1,0.52112714884897,48,2,1,3,0.6666666666666666,1.0
late,10,10,0.3531922104279293,94,2,3,3,0.3333333333333333,0.10714285714285714
late,1,6,0.44841407109385595,29,1,1,3,0.6666666666666666,0.2727272727272727
late,5,5,0.4738845887665219,107,1,1,3,0.0,0.3
late,10,7,0.5376782658856502,21,2,1,3,0.3333333333333333,0.04838709677419355
late,1,6,0.4919756547379102,46,1,1,3,1.0,0.42857142857142855
late,5,3,0.6363884994958787,82,1,3,3,0.6666666666666666,0.75
late,4,5,0.49974614937375866,109,1,1,3,1.0,0.75
late,11,4,0.5707620161507623,111,2,1,3,0.3333333333333333,0.04838709677419355
late,5,6,0.4698407955083275,46,1,1,3,0.0,1.0
late,1,3,0.5161790446120738,124,1,3,3,1.0,0.3333333333333333
late,14,14,0.2183923535227883,21,1,1,3,0.3333333333333333,1.0
late,10,13,0.18903410397204634,46,3,3,3,0.0,0.75
late,10,6,0.5622393938743736,50,2,3,3,1.0,0.23076923076923078
late,10,1,0.6129398455576459,12,2,1,3,0.3333333333333333,0.2727272727272727
late,13,6,0.39948693390249684,24,3,1,3,0.0,0.6
late,7,13,0.25989186930256414,50,1,3,3,0.3333333333333333,0.5
late,5,1,0.5305313160788344,54,1,1,3,0.0,0.6
late,4,1,0.6037431596671216,101,4,1,3,0.3333333333333333,0.42857142857142855
late,10,13,0.013578370395016017,136,2,0,3,0.0,0.01694915254237288
late,10,6,0.47245043276019155,42,2,3,3,0.6666666666666666,0.23076923076923078
late,1,13,0.29521909850475875,109,1,1,3,0.0,0.13043478260869565
late,11,13,0.19117257377851887,106,3,3,3,0.3333333333333333,0.6
late,10,5,0.47448280179673424,107,2,1,3,0.0,0.12
late,3,1,0.5708245442435318,48,3,1,3,0.3333333333333333,0.3
late,10,13,0.014907222805573972,132,2,0,3,0.0,0.12
late,13,13,0.23204036577230794,109,1,1,3,0.0,0.5
late,7,1,0.5436213356005327,96,1,1,3,1.0,0.3333333333333333
late,11,1,0.5186804123499081,107,2,1,3,0.0,0.42857142857142855
late,12,5,0.4101147707666369,156,2,3,3,0.3333333333333333,0.06666666666666667
late,10,5,0.511875109591235,128,3,1,3,0.6666666666666666,0.08823529411764706
late,12,3,0.5026694401852332,78,2,3,3,0.0,0.07142857142857142
late,5,6,0.620535533955038,57,1,1,3,0.6666666666666666,0.1111111111111111
late,10,3,0.4439869706335817,94,2,3,3,0.3333333333333333,0.10714285714285714
late,10,13,0.2976896756505286,144,2,1,3,0.0,0.058823529411764705
late,13,6,0.505755206816124,136,1,1,3,0.0,0.05660377358490566
late,11,2,0.5295380684889207,136,2,1,3,0.3333333333333333,0.06976744186046512
late,4,6,0.5081573744213513,136,1,1,3,0.6666666666666666,0.125
late,6,13,0.2687299058992739,80,1,3,3,0.0,0.375
late,8,2,0.5726155066844294,11,3,1,3,0.0,0.5
late,13,13,0.2223160910522132,129,3,3,3,0.0,0.125
late,1,2,0.44331723812207213,4,1,1,3,0.0,0.3
late,1,6,0.6080957933589537,80,1,1,3,0.6666666666666666,0.6
late,10,5,0.5137942951056402,122,2,1,3,0.3333333333333333,0.06818181818181818
late,10,1,0.5476303561007522,77,2,1,3,0.3333333333333333,0.42857142857142855
late,1,10,0.3209470605557627,4,1,2,3,0.3333333333333333,0.3
late,12,2,0.47543655227599313,91,2,1,3,0.0,0.15
late,6,3,0.6433004039454777,64,3,3,3,0.6666666666666666,0.07317073170731707
late,1,1,0.45875103927893246,4,1,1,3,0.3333333333333333,0.3
late,10,13,0.22468889900130673,149,1,1,3,0.0,1.0
late,5,1,0.5564614359503737,122,1,1,3,1.0,0.25
late,6,6,0.5585944907356037,122,3,3,3,0.3333333333333333,0.375
late,1,1,0.58430602936674,149,1,1,3,1.0,0.42857142857142855
late,1,11,0.4852042525236334,122,1,2,3,0.3333333333333333,0.03614457831325301
late,5,6,0.47749208294947887,72,1,3,3,0.3333333333333333,0.11538461538461539
late,11,13,0.19683626311478475,122,3,3,3,0.0,0.1875
late,10,6,0.5311619420788396,106,2,3,3,0.6666666666666666,0.09375
late,11,13,0.01408073511851863,122,3,0,3,0.0,0.1875
late,10,5,0.466951991309561,72,2,1,3,0.3333333333333333,0.06
late,12,13,0.014960927095032366,155,2,0,3,0.0,0.02158273381294964
late,7,3,0.6006305299692021,21,1,1,3,0.3333333333333333,0.14285714285714285
late,12,12,0.5018951116899175,68,2,2,3,0.6666666666666666,0.42857142857142855
late,13,6,0.5028110647272064,35,3,1,3,0.6666666666666666,0.2727272727272727
late,2,1,0.6046479062269977,113,1,1,3,0.6666666666666666,0.5
late,10,13,0.2211597500285052,21,3,3,3,0.0,0.21428571428571427
late,11,6,0.5338594226241432,35,3,1,3,1.0,0.75
late,11,13,0.17959232414059648,150,3,3,3,0.0,0.6
late,7,1,0.5424026645447736,129,1,1,3,0.3333333333333333,0.5
late,6,2,0.5349829474386079,35,1,1,3,0.6666666666666666,0.2727272727272727
late,11,11,0.5159629590888911,129,2,2,3,0.3333333333333333,0.043478260869565216
late,6,5,0.5004870690845405,150,1,1,3,0.0,0.09090909090909091
late,2,1,0.5603475752861463,162,1,1,3,0.6666666666666666,0.75
late,1,6,0.4665442814205856,92,1,1,3,0.3333333333333333,0.09375
late,7,6,0.49523693786042045,150,1,1,3,0.6666666666666666,0.5
late,14,2,0.4654067456156059,150,1,1,3,0.0,1.0
late,6,2,0.44524932992664873,92,1,1,3,1.0,0.11538461538461539
late,5,13,0.21560025021002982,37,1,2,3,0.0,0.23076923076923078
late,6,5,0.5972412666425978,64,3,1,3,0.3333333333333333,0.07317073170731707
late,6,1,0.46592127371137787,92,1,1,3,0.3333333333333333,0.11538461538461539
late,4,6,0.43862025270866756,92,1,1,3,0.0,0.23076923076923078
late,4,13,0.17828798495379095,92,1,3,3,0.3333333333333333,0.23076923076923078
late,4,1,0.5467618811958169,97,1,1,3,0.6666666666666666,0.21428571428571427
late,6,5,0.49056042148195256,69,3,3,3,0.0,0.14285714285714285
late,5,6,0.5095138972798917,150,1,1,3,1.0,0.42857142857142855
late,1,6,0.5265336784936677,35,1,1,3,0.0,0.16666666666666666
late,13,3,0.5498621675385161,21,1,1,3,0.6666666666666666,0.10714285714285714
late,10,13,0.3653180285218733,57,2,1,3,0.6666666666666666,0.2727272727272727
late,5,6,0.562243567748427,21,1,1,3,1.0,0.1111111111111111
late,5,1,0.5545034080571593,132,1,1,3,0.3333333333333333,0.25
late,13,13,0.32009463894986445,57,1,1,3,0.0,0.3
late,5,6,0.4441523576456221,115,1,3,3,0.6666666666666666,0.08108108108108109
late,3,1,0.6204203546928735,144,3,1,3,0.3333333333333333,0.1875
late,5,3,0.624197045066068,21,1,1,3,1.0,0.1111111111111111
late,4,5,0.4754309782632353,69,1,1,3,0.6666666666666666,0.2727272727272727
late,4,5,0.49372621953929025,136,1,1,3,0.0,0.125
late,13,13,0.24050047825415183,101,3,3,3,0.0,0.09090909090909091
late,6,1,0.5790247030822464,122,3,1,3,1.0,0.375
late,13,1,0.5128842302045307,69,1,1,3,0.3333333333333333,0.13636363636363635
late,6,13,0.255265099389562,136,1,1,3,0.0,0.07317073170731707
late,6,3,0.6110273158847389,53,3,2,3,0.3333333333333333,1.0
late,10,1,0.45187732312222456,130,2,1,3,0.6666666666666666,0.42857142857142855
late,11,13,0.009056994651287854,86,2,0,3,0.0,0.25
late,4,5,0.4257346607719503,92,1,1,3,0.0,0.23076923076923078
late,6,13,0.298773122145048,112,1,1,3,0.0,0.25
late,1,2,0.49640905354514625,86,1,1,3,0.3333333333333333,0.3333333333333333
late,10,6,0.5255129833853811,129,3,1,3,0.3333333333333333,0.2727272727272727
late,6,13,0.19803543733174755,72,1,3,3,0.6666666666666666,0.0625
late,6,6,0.5321393054062634,129,1,1,3,0.0,0.23076923076923078
late,13,2,0.49103272923240143,69,1,1,3,0.6666666666666666,0.13636363636363635
late,10,1,0.5817229348031072,142,2,1,3,0.3333333333333333,0.2727272727272727
late,1,3,0.5713388889730424,121,1,3,3,0.6666666666666666,0.2
late,6,6,0.5297706132479333,106,3,3,3,0.0,0.5
late,10,13,0.3423234245465953,137,2,1,3,0.3333333333333333,0.42857142857142855
late,13,13,0.19716920443460473,116,3,3,3,0.6666666666666666,0.75
late,2,5,0.46389407733055255,70,1,1,3,0.6666666666666666,0.04
late,4,5,0.49014795254187715,106,1,3,3,0.3333333333333333,0.2727272727272727
late,3,6,0.5827789117662442,53,2,2,3,0.6666666666666666,0.23076923076923078
late,11,13,0.2475724060497389,70,2,1,3,0.3333333333333333,0.05263157894736842
late,7,6,0.6071690499929626,118,1,1,3,0.6666666666666666,1.0
late,6,1,0.4684273590920695,126,1,1,3,0.3333333333333333,0.2
late,6,3,0.571575298048432,53,2,2,3,0.6666666666666666,0.12
late,10,13,0.01636931630082964,144,2,0,3,0.0,0.058823529411764705
late,1,13,0.3504666927138742,118,1,3,3,0.3333333333333333,0.17647058823529413
late,1,3,0.5981691746905824,53,1,2,3,0.3333333333333333,0.375
late,5,2,0.5876880527115336,112,1,1,3,0.6666666666666666,0.0967741935483871
late,6,13,0.23062089948513798,122,1,3,3,0.0,0.13636363636363635
late,11,5,0.41125529219652646,90,2,1,3,0.3333333333333333,0.2727272727272727
late,2,6,0.5111231400335442,122,1,1,3,0.6666666666666666,0.08333333333333333
late,7,1,0.4344104946205744,130,3,1,3,0.3333333333333333,1.0
late,9,6,0.6052888970874771,53,5,2,3,0.6666666666666666,0.25
late,10,5,0.5765682837016659,112,2,1,3,1.0,0.10344827586206896
late,13,13,0.24240992781049117,128,1,1,3,0.0,0.42857142857142855
late,11,1,0.6276639075959121,112,2,1,3,0.3333333333333333,0.6
late,6,5,0.6056751287620431,118,1,1,3,0.3333333333333333,0.13043478260869565
late,13,6,0.48507283110023647,138,3,1,3,0.3333333333333333,0.23076923076923078
late,2,13,0.2148543263018075,138,1,3,3,0.3333333333333333,0.3
late,14,14,0.19236261948300395,37,1,3,3,0.0,1.0
late,13,2,0.5442241192599244,148,1,1,3,1.0,0.21428571428571427
late,10,2,0.5850975991277021,153,2,1,3,0.6666666666666666,0.15
late,4,2,0.5015601909997671,39,1,1,3,0.0,0.21428571428571427
late,6,13,0.2120800644136282,96,3,3,3,0.3333333333333333,0.15
late,6,5,0.47700943599008516,8,1,1,3,0.6666666666666666,0.17647058823529413
late,4,13,0.22952478276155186,122,4,3,3,0.0,0.42857142857142855
late,12,13,0.2264470286672009,37,2,3,3,0.3333333333333333,0.05660377358490566
late,1,13,0.23246338916776696,8,1,3,3,0.6666666666666666,0.2
late,10,2,0.5255133410182923,35,2,1,3,0.3333333333333333,0.6
late,1,6,0.5004515402801135,8,1,1,3,0.3333333333333333,0.2
late,10,13,0.22357603376664403,8,2,3,3,0.6666666666666666,0.2
late,11,13,0.2253405432018851,122,2,3,3,0.0,0.08333333333333333
late,1,1,0.5368436341584302,99,1,1,3,0.3333333333333333,0.2
